193,0.794167,0.559167,0.200254,662,3596
48,0.435833,0.505,0.230104,259,2216
149,0.6675,0.81875,0.213938,2355,2433
187,0.72,0.743333,0.149883,784,3845
450,0.4375,0.880833,0.220775,1532,3464
531,0.648333,0.569583,0.253733,1180,6183
154,0.62,0.354167,0.253121,898,4414
205,0.83,0.550833,0.169171,1050,2556
409,0.2225,0.41125,0.167283,94,3328
153,0.715,0.305,0.292287,736,4232
398,0.399167,0.672917,0.187187,190,3571
342,0.265833,0.58,0.240058,150,3172
121,0.451667,0.762083,0.106354,1138,2213
658,0.563333,0.815,0.134954,753,4671
54,0.221739,0.423043,0.094113,139,1778
717,0.393333,0.907083,0.0982583,212,4373
355,0.428333,0.858333,0.2214,107,2553
334,0.325,0.613333,0.271158,188,3425
206,0.743333,0.757083,0.0908083,568,3272
92,0.315,0.65375,0.197146,898,1354
370,0.265833,0.524167,0.129987,140,3132
711,0.353333,0.596667,0.296037,282,5219
682,0.485,0.741667,0.173517,1097,5172
403,0.354167,0.49625,0.147379,199,4176
641,0.590833,0.871667,0.104475,315,4324
488,0.564167,0.797083,0.138058,667,5502
270,0.636667,0.885417,0.118171,477,3643
571,0.750833,0.655,0.211454,1140,6452
393,0.315833,0.543333,0.210829,775,3248
126,0.479167,0.59,0.228246,894,3714
590,0.700833,0.530417,0.122512,2182,4362
728,0.253333,0.59,0.155471,644,2451
527,0.726667,0.538333,0.133721,2224,4374
442,0.514167,0.755833,0.110704,3155,4681
261,0.5075,0.695,0.178483,1353,2921
479,0.321667,0.766667,0.303496,195,3019
273,0.564167,0.6475,0.206475,830,4372
229,0.723333,0.575417,0.143667,668,4026
579,0.7175,0.6775,0.141179,1074,6506
699,0.28087,0.555652,0.115522,243,5080
573,0.776667,0.596667,0.284813,1036,5825
125,0.459167,0.444167,0.295392,614,3819
690,0.374167,0.685,0.082725,534,5100
28,0.203478,0.793043,0.1233,38,1129
550,0.780833,0.492083,0.126237,1052,5608
698,0.296667,0.50625,0.210821,198,5062
555,0.8225,0.57375,0.125629,1203,3469
677,0.295833,0.5475,0.304108,326,4709
141,0.6025,0.626667,0.12065,2258,3547
105,0.446667,0.67125,0.226375,642,2484
171,0.635,0.74625,0.155475,699,3311
34,0.186957,0.437826,0.277752,61,1489
27,0.195,0.6875,0.113837,15,416
337,0.299167,0.612917,0.0957833,706,2908
191,0.7475,0.578333,0.183471,1743,3138
618,0.61,0.5475,0.224496,2570,5657
21,0.1775,0.457083,0.353242,75,1468
602,0.7025,0.615,0.0721458,1325,6257
667,0.4775,0.694583,0.398008,998,3461
330,0.375833,0.681667,0.0684208,1249,1819
592,0.726667,0.686667,0.169158,1128,5656
268,0.634167,0.845,0.0503792,1544,3466
542,0.715833,0.504167,0.300383,1139,5640
174,0.728333,0.703333,0.238804,746,4044
447,0.554167,0.83125,0.117562,1334,5537
242,0.639167,0.548333,0.125008,775,4429
253,0.66,0.75375,0.153608,1750,3595
189,0.709167,0.757917,0.225129,692,3348
639,0.526667,0.583333,0.134958,2015,4874
289,0.511667,0.486667,0.281717,1748,3293
469,0.4425,0.408333,0.155471,1252,5146
540,0.731667,0.534583,0.179721,2657,4801
317,0.440833,0.458333,0.281721,1004,2713
597,0.635833,0.711667,0.08645,1208,3341
30,0.216522,0.722174,0.0739826,140,956
79,0.3325,0.47375,0.207721,1047,1424
587,0.755833,0.620417,0.1561,1196,6090
384,0.19,0.4975,0.220158,130,3162
80,0.430435,0.737391,0.288783,401,1676
240,0.707059,0.561765,0.304659,1415,2919
127,0.52,0.54125,0.16045,1612,3102
466,0.446667,0.435,0.249375,819,5099
598,0.635833,0.734167,0.129979,1026,5504
234,0.691667,0.47,0.27675,833,3925
423,0.366667,0.490833,0.268033,253,4069
673,0.343333,0.49125,0.270529,1029,4109
313,0.4,0.758333,0.0621958,305,3804
454,0.494167,0.439167,0.31965,834,5299
203,0.848333,0.580417,0.1331,562,2825
13,0.165,0.470417,0.301,38,1368
402,0.282609,0.622174,0.1538,206,3578
120,0.4725,0.503333,0.235075,1965,3347
522,0.540833,0.613333,0.209575,968,6033
308,0.403333,0.6225,0.271779,470,3576
100,0.426667,0.8575,0.146767,1188,1707
192,0.7625,0.635833,0.282337,723,3363
687,0.325,0.545417,0.179729,1313,4316
467,0.348696,0.469565,0.295274,482,4380
274,0.41,0.75375,0.292296,480,1949
624,0.608333,0.501667,0.247521,3160,5554
294,0.4275,0.574167,0.221396,676,3628
329,0.375,0.64375,0.0988958,1095,1697
721,0.326667,0.556667,0.374383,221,3402
691,0.353333,0.61375,0.103246,615,4531
720,0.33,0.667917,0.132463,314,3814
259,0.469167,0.590417,0.164183,742,4018
340,0.4625,0.949583,0.232583,126,2468
194,0.746667,0.631667,0.146133,748,3594
418,0.395833,0.567917,0.234471,394,4379
111,0.459167,0.407083,0.325258,745,3444
518,0.654167,0.755417,0.237563,533,3594
243,0.656667,0.597917,0.0833333,688,4370
613,0.725833,0.755,0.236321,867,5997
144,0.66,0.740833,0.207092,659,3833
47,0.318261,0.423478,0.251791,218,1897
250,0.599167,0.917083,0.0970208,118,1878
110,0.595,0.614167,0.241925,613,3331
433,0.5275,0.5675,0.441563,486,4896
231,0.685,0.722917,0.139308,797,3356
150,0.733333,0.685,0.131225,1549,2549
133,0.5125,0.863333,0.179725,692,3413
511,0.68,0.747083,0.14055,1417,5317
185,0.726667,0.637917,0.0814792,3065,2978
310,0.348333,0.734583,0.0920542,952,2697
619,0.583333,0.50375,0.258713,1118,6407
