114,0.581667,0.810833,0.192175,1710,2481
605,0.703333,0.730417,0.128733,989,5928
501,0.611667,0.794583,0.147392,625,4490
438,0.565,0.6175,0.23695,762,5085
135,0.5625,0.867083,0.152979,1582,2971
43,0.2225,0.544167,0.203367,288,1184
635,0.635,0.630833,0.2444,787,6946
208,0.775,0.402917,0.183463,755,3901
653,0.521667,0.640417,0.278612,2080,4559
82,0.346957,0.839565,0.234261,203,1918
353,0.276667,0.6375,0.172896,260,3143
427,0.353333,0.657083,0.144904,246,2948
20,0.261667,0.538333,0.195904,83,1844
238,0.7,0.76125,0.0839625,768,3893
580,0.7525,0.659583,0.129354,983,6278
448,0.601667,0.694167,0.1163,2469,5893
505,0.6,0.45625,0.083975,3410,4884
256,0.650833,0.7125,0.141804,701,4062
15,0.233333,0.49875,0.157963,222,1026
336,0.314167,0.625833,0.100754,268,3672
508,0.615,0.765833,0.118167,819,5254
46,0.266087,0.314348,0.291374,140,1675
303,0.319167,0.62375,0.176617,885,2446
24,0.0973913,0.491739,0.15833,86,1330
595,0.723333,0.570833,0.231354,1483,5665
637,0.619167,0.69,0.164179,1045,6370
165,0.604167,0.507083,0.269283,727,4164
609,0.764167,0.5875,0.168533,1433,5917
276,0.384167,0.760833,0.0833458,330,3240
381,0.19,0.5225,0.231358,217,2081
376,0.274167,0.8475,0.131221,92,2085
102,0.5025,0.739167,0.274879,257,1777
217,0.710833,0.630833,0.184696,1023,3843
345,0.220833,0.49,0.0665417,377,2366
487,0.613333,0.659583,0.156096,653,5087
493,0.5375,0.664167,0.230721,1008,5265
475,0.498333,0.6125,0.0659292,846,5719
569,0.6675,0.7625,0.0939208,2544,4866
547,0.765,0.60125,0.161071,1455,4232
247,0.709167,0.742083,0.206467,2521,2419
220,0.765,0.592083,0.192175,846,3480
156,0.648333,0.6525,0.138692,1685,3221
628,0.5525,0.536667,0.215175,788,6803
182,0.7225,0.39625,0.102608,1246,4116
576,0.721667,0.62375,0.170396,2153,4444
177,0.68,0.513333,0.0945333,1920,3385
293,0.475833,0.63625,0.422275,471,3724
67,0.2925,0.420833,0.12065,316,1817
374,0.224167,0.701667,0.0989,106,2270
155,0.635,0.45625,0.123142,1869,3473
456,0.424167,0.738333,0.250617,2301,3934
224,0.708333,0.415,0.125621,1051,3854
275,0.356667,0.791667,0.222013,616,2302
71,0.329167,0.594583,0.220775,724,1408
643,0.6575,0.722917,0.117546,891,6437
551,0.789167,0.53875,0.13495,2562,4841
713,0.295833,0.485833,0.174129,425,5107
657,0.5225,0.728333,0.236937,1008,6501
570,0.741667,0.694167,0.138683,1135,5831
617,0.659167,0.799167,0.281104,1557,4419
201,0.768333,0.707083,0.113817,644,3688
33,0.26,0.775417,0.264308,72,1454
648,0.446667,0.761667,0.1903,601,5791
562,0.745833,0.717917,0.166667,1920,4111
489,0.56,0.768333,0.133696,764,5657
109,0.505833,0.665833,0.157971,409,2795
422,0.279167,0.41,0.205229,515,2874
196,0.663333,0.59125,0.182833,1318,4220
136,0.5775,0.787917,0.126871,773,3185
577,0.730833,0.66875,0.153617,1040,6065
176,0.695,0.483333,0.209571,1782,3420
640,0.520833,0.649167,0.0908042,763,6015
391,0.341667,0.769583,0.0733958,244,3831
430,0.243333,0.50625,0.228858,203,3130
344,0.275,0.5075,0.233221,502,2688
168,0.649167,0.735833,0.143029,863,3981
460,0.541667,0.469583,0.180975,1058,5378
710,0.435833,0.925,0.190308,329,4841
474,0.463333,0.569167,0.167912,347,4020
200,0.776667,0.650417,0.1306,752,3789
461,0.435,0.374167,0.219529,1192,5265
124,0.414167,0.737083,0.328996,255,2378
76,0.415,0.602917,0.209579,424,2320
625,0.58,0.57,0.0901833,2166,5167
465,0.489167,0.3175,0.358196,905,4680
581,0.765833,0.6425,0.215792,1328,5847
440,0.5575,0.579583,0.149883,1005,5187
675,0.319167,0.494167,0.236325,378,4881
167,0.628333,0.688333,0.206471,545,3222
513,0.69,0.697083,0.215171,3283,3308
248,0.673333,0.790417,0.212696,1236,2115
347,0.2825,0.59,0.14055,155,3368
327,0.440833,0.757917,0.335825,112,2454
716,0.3625,0.83875,0.100742,538,3248
1,0.344167,0.805833,0.160446,331,654
520,0.6025,0.493333,0.184087,2494,5147
586,0.75,0.672917,0.1107,1263,6271
459,0.466667,0.396667,0.100133,1348,5424
496,0.505833,0.552083,0.314063,1026,5546
708,0.381667,0.91125,0.101379,1153,4429
25,0.223478,0.616957,0.129796,186,1799
389,0.3425,0.835833,0.123767,439,3900
59,0.407273,0.876364,0.289686,81,1365
622,0.6125,0.637083,0.0827208,1054,6750
326,0.416667,0.9625,0.118792,69,1538
123,0.616667,0.697083,0.342667,603,3848
314,0.38,0.813333,0.189067,190,2743
232,0.6975,0.674167,0.104467,1914,3277
97,0.4375,0.602917,0.162312,571,2570
500,0.573333,0.789583,0.212692,342,2501
101,0.595652,0.716956,0.324474,855,2493
269,0.649167,0.848333,0.1107,684,3946
514,0.7125,0.67625,0.196521,2557,3486
612,0.7075,0.790833,0.151121,1965,4069
666,0.53,0.72,0.235692,2643,5209
254,0.653333,0.71375,0.115054,1633,3413
499,0.6125,0.57625,0.225117,2172,3946
356,0.423333,0.7575,0.047275,227,2841
386,0.173333,0.83125,0.222642,67,1234
549,0.781667,0.447083,0.195267,904,5323
339,0.385833,0.827083,0.0622083,233,3578
410,0.319167,0.50875,0.141179,135,3787
565,0.793333,0.577083,0.137442,799,4914
632,0.529167,0.467083,0.223258,2454,5453
436,0.361739,0.476957,0.222587,1658,3253
